2019-07-01 09:30:00,582 -  Chartered_API.common.http_method - ERROR - UN-support method - [http_method.py:44 ]
2019-07-02 10:22:35,183 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702574', 'customerName': '赵九', 'startPlace': '沙坪坝', 'endPlace': '长寿', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15976105888', 'beginTime': '2019-07-02 11:22:35', 'endTime': '2019-07-02 21:22:35', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:22:35', 'enterpriseCode': '88888'} - [http_method.py:34 ]
2019-07-02 10:22:37,078 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码在业务系统中不存在"} - [http_method.py:47 ]
2019-07-02 10:22:37,414 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:22:37,414 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '', 'customerName': '', 'startPlace': '', 'endPlace': '', 'mapInfo': '', 'phoneNumber': '', 'beginTime': '', 'endTime': '', 'duration': '', 'numberofPassengers': '', 'createTime': '', 'enterpriseCode': ''} - [http_method.py:34 ]
2019-07-02 10:22:37,437 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 10:29:30,650 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:29:30,651 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702457', 'customerName': '赵大', 'startPlace': '陈家坪', 'endPlace': '上海', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15617802888', 'beginTime': '2019-07-02 11:29:30', 'endTime': '2019-07-02 21:29:30', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:29:30', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:13,876 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:13,940 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:13,941 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '', 'toNumber': '20190702970', 'customerName': '纪二', 'startPlace': '机场', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15903281888', 'beginTime': '2019-07-02 11:56:13', 'endTime': '2019-07-02 21:56:13', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:13', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:14,132 -  Chartered_API.common.http_method - DEBUG - 请求response:

















<!DOCTYPE html>
<html>
<head>
	<title>500 - 系统内部错误</title>
	<meta http-equiv="Content-Type" content="text/html;charset=utf-8" />
<meta name="renderer" content="webkit"><meta http-equiv="X-UA-Compatible" content="IE=8,IE=9,IE=10" />
<meta http-equiv="Expires" content="0"><meta http-equiv="Cache-Control" content="no-cache"><meta http-equiv="Cache-Control" content="no-store">
<script src="/innosill/static/jquery/jquery-1.8.3.js" type="text/javascript"></script>
<link href="/innosill/static/bootstrap/2.3.1/css_cerulean/bootstrap.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/bootstrap/2.3.1/js/bootstrap.js" type="text/javascript"></script>
<link href="/innosill/static/bootstrap/2.3.1/awesome/font-awesome.css" type="text/css" rel="stylesheet" />
<!--[if lte IE 7]><link href="/innosill/static/bootstrap/2.3.1/awesome/font-awesome-ie7.css" type="text/css" rel="stylesheet" /><![endif]-->
<!--[if lte IE 6]><link href="/innosill/static/bootstrap/bsie/css/bootstrap-ie6.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/bootstrap/bsie/js/bootstrap-ie.js" type="text/javascript"></script><![endif]-->
<link href="/innosill/static/jquery-select2/3.4/select2.css" rel="stylesheet" />
<script src="/innosill/static/jquery-select2/3.4/select2.js" type="text/javascript"></script>
<link href="/innosill/static/jquery-validation/1.11.0/jquery.validate.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/jquery-validation/1.11.0/jquery.validate.js" type="text/javascript"></script>
<link href="/innosill/static/jquery-jbox/2.3/Skins/Bootstrap/jbox.css" rel="stylesheet" />
<script src="/innosill/static/jquery-jbox/2.3/jquery.jBox-2.3.js" type="text/javascript"></script>
<script src="/innosill/static/My97DatePicker/WdatePicker.js" type="text/javascript"></script>
<script src="/innosill/static/common/mustache.js" type="text/javascript"></script>
<link href="/innosill/static/common/jeesite.css" type="text/css" rel="stylesheet" />
<script src="/innosill/static/common/jeesite.js" type="text/javascript"></script>
<script type="text/javascript">var ctx = '/innosill/a', ctxStatic='/innosill/static';</script>
</head>
<body>
	<div class="container-fluid">
		<div class="page-header"><h1>系统内部错误.</h1></div>
		<div class="errorMessage">
			错误信息： <br/> <br/>
			请点击“查看详细信息”按钮，将详细错误信息发送给系统管理员，谢谢！<br/> <br/>
			<a href="javascript:" onclick="history.go(-1);" class="btn">返回上一页</a> &nbsp;
			<a href="javascript:" onclick="$('.errorMessage').toggle();" class="btn">查看详细信息</a>
		</div>
		<div class="errorMessage hide">
			错误信息：<br/>java.lang.NullPointerException<br/>&nbsp; &nbsp; at cn.innoway.ptman.esb.ykxorder.controller.YkxOrderController.Verification(YkxOrderController.java:168)<br/>&nbsp; &nbsp; at cn.innoway.ptman.esb.ykxorder.controller.YkxOrderController.insertCharterOrderHeader(YkxOrderController.java:55)<br/>&nbsp; &nbsp; at sun.reflect.GeneratedMethodAccessor435.invoke(Unknown Source)<br/>&nbsp; &nbsp; at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)<br/>&nbsp; &nbsp; at java.lang.reflect.Method.invoke(Unknown Source)<br/>&nbsp; &nbsp; at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221)<br/>&nbsp; &nbsp; at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:136)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:114)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:827)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:738)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:963)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:897)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:872)<br/>&nbsp; &nbsp; at javax.servlet.http.HttpServlet.service(HttpServlet.java:650)<br/>&nbsp; &nbsp; at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846)<br/>&nbsp; &nbsp; at javax.servlet.http.HttpServlet.service(HttpServlet.java:731)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.AbstractShiroFilter.executeChain(AbstractShiroFilter.java:449)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.AbstractShiroFilter$1.call(AbstractShiroFilter.java:365)<br/>&nbsp; &nbsp; at org.apache.shiro.subject.support.SubjectCallable.doCall(SubjectCallable.java:90)<br/>&nbsp; &nbsp; at org.apache.shiro.subject.support.SubjectCallable.call(SubjectCallable.java:83)<br/>&nbsp; &nbsp; at org.apache.shiro.subject.support.DelegatingSubject.execute(DelegatingSubject.java:383)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.AbstractShiroFilter.doFilterInternal(AbstractShiroFilter.java:362)<br/>&nbsp; &nbsp; at org.apache.shiro.web.servlet.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:125)<br/>&nbsp; &nbsp; at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:346)<br/>&nbsp; &nbsp; at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:262)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:197)<br/>&nbsp; &nbsp; at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)<br/>&nbsp; &nbsp; at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:219)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:110)<br/>&nbsp; &nbsp; at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:506)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:169)<br/>&nbsp; &nbsp; at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)<br/>&nbsp; &nbsp; at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:962)<br/>&nbsp; &nbsp; at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)<br/>&nbsp; &nbsp; at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:445)<br/>&nbsp; &nbsp; at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1115)<br/>&nbsp; &nbsp; at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:637)<br/>&nbsp; &nbsp; at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:318)<br/>&nbsp; &nbsp; at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)<br/>&nbsp; &nbsp; at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)<br/>&nbsp; &nbsp; at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)<br/>&nbsp; &nbsp; at java.lang.Thread.run(Unknown Source)<br/> <br/>
			<a href="javascript:" onclick="history.go(-1);" class="btn">返回上一页</a> &nbsp;
			<a href="javascript:" onclick="$('.errorMessage').toggle();" class="btn">隐藏详细信息</a>
			<br/> <br/>
		</div>
		<script>try{top.$.jBox.closeTip();}catch(e){}</script>
	</div>
</body>
</html>
 - [http_method.py:47 ]
2019-07-02 10:56:14,165 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:14,167 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '', 'customerName': '王八', 'startPlace': '机场', 'endPlace': '永川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15437602888', 'beginTime': '2019-07-02 11:56:14', 'endTime': '2019-07-02 21:56:14', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:14,266 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:14,300 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:14,301 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702852', 'customerName': '', 'startPlace': '南广场', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15209316888', 'beginTime': '2019-07-02 11:56:14', 'endTime': '2019-07-02 21:56:14', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:14,404 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:14,421 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:14,422 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702705', 'customerName': '舒六', 'startPlace': '', 'endPlace': '铜梁', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15095173888', 'beginTime': '2019-07-02 11:56:14', 'endTime': '2019-07-02 21:56:14', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:14,517 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:14,529 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:14,530 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702917', 'customerName': '祝六', 'startPlace': '四公里', 'endPlace': '', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15389426888', 'beginTime': '2019-07-02 11:56:14', 'endTime': '2019-07-02 21:56:14', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:14,631 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:14,727 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:14,728 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702683', 'customerName': '纪四', 'startPlace': '大学城', 'endPlace': '成都', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '', 'beginTime': '2019-07-02 11:56:14', 'endTime': '2019-07-02 21:56:14', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:14,834 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:14,873 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:14,873 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702082', 'customerName': '李二', 'startPlace': '菜园坝', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15035694888', 'beginTime': '', 'endTime': '2019-07-02 21:56:14', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:14,979 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:14,993 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:14,994 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702761', 'customerName': '金六', 'startPlace': '菜园坝', 'endPlace': '成都', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15285403888', 'beginTime': '2019-07-02 11:56:14', 'endTime': '', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:14', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,090 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,102 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,103 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702864', 'customerName': '项八', 'startPlace': '机场', 'endPlace': '铜梁', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15308679888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,200 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,211 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,212 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702675', 'customerName': '熊六', 'startPlace': '南广场', 'endPlace': '万州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15436152888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,309 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,327 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,328 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702972', 'customerName': '董六', 'startPlace': '大学城', 'endPlace': '铜梁', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15451037888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '35', 'createTime': '', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,421 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,436 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,436 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702980', 'customerName': '李六', 'startPlace': '大学城', 'endPlace': '万州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15048236888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': ''} - [http_method.py:34 ]
2019-07-02 10:56:15,457 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"单位编码不能为空"} - [http_method.py:47 ]
2019-07-02 10:56:15,488 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,489 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '3', 'toNumber': '20190702502', 'customerName': '舒六', 'startPlace': '沙坪坝', 'endPlace': '泸州', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15728190888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,591 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,607 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,608 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702457', 'customerName': '纪二', 'startPlace': '南广场', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15836529888', 'beginTime': '2019-07-01', 'endTime': '2019-07-02 21:56:15', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,709 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,724 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,725 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702485', 'customerName': '项二', 'startPlace': '南广场', 'endPlace': '永川', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15605394888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-12-31', 'duration': '600', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,821 -  Chartered_API.common.http_method - DEBUG - 请求response:{"success":false,"tips":"来源只能是1或2的数字"} - [http_method.py:47 ]
2019-07-02 10:56:15,832 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
2019-07-02 10:56:15,833 -  Chartered_API.common.http_method - DEBUG - 请求json:{'source': '1', 'toNumber': '20190702452', 'customerName': '项二', 'startPlace': '机场', 'endPlace': '宜宾', 'mapInfo': {'stationInfo': [{'lng': '106.578863', 'lat': '29.517916'}, {'lng': '106.580718', 'lat': '29.505948'}]}, 'phoneNumber': '15421603888', 'beginTime': '2019-07-02 11:56:15', 'endTime': '2019-07-02 21:56:15', 'duration': '5小时', 'numberofPassengers': '35', 'createTime': '2019-07-02 10:56:15', 'enterpriseCode': '222'} - [http_method.py:34 ]
2019-07-02 10:56:15,846 -  Chartered_API.common.http_method - DEBUG - 请求response:<html><head><title>Apache Tomcat/7.0.82 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 400 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Status report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The request sent by the client was syntactically incorrect.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/7.0.82</h3></body></html> - [http_method.py:47 ]
2019-07-02 10:56:15,851 -  Chartered_API.common.http_method - DEBUG - 请求url:http://192.9.201.103:8080/innosill/esb/ykxcharter/orders - [http_method.py:32 ]
